CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment_Map,Segment,Cluster,AI_Segment
13475,191,86,1431.78,1,4,4,144,14,At Risk,3,Churned (Lost)
13476,179,58,1238.47,2,3,4,234,23,At Risk,1,At Risk
13477,38,79,1454.58,3,4,4,344,34,Loyal Customers,0,Loyal Customers
13479,201,15,300.95,1,2,2,122,12,Hibernating,3,Churned (Lost)
13481,46,109,1804.56,3,4,4,344,34,Loyal Customers,0,Loyal Customers
13482,232,11,184.64,1,1,1,111,11,Hibernating,3,Churned (Lost)
13483,66,10,140.34,3,1,1,311,31,About To Sleep,1,At Risk
13484,241,8,313.8,1,1,2,112,11,Hibernating,3,Churned (Lost)
13485,233,23,454.24,1,2,2,122,12,Hibernating,3,Churned (Lost)
13486,78,69,1122.41,2,4,4,244,24,At Risk,1,At Risk
13487,58,34,575.4,3,3,3,333,33,Need Attention,1,At Risk
13488,17,422,8968.31,4,5,5,455,45,Loyal Customers,0,Loyal Customers
13489,105,14,449.52,2,2,2,222,22,Hibernating,1,At Risk
13491,52,86,1215.82,3,4,4,344,34,Loyal Customers,0,Loyal Customers
13492,136,50,1269.84,2,3,4,234,23,At Risk,1,At Risk
13493,275,8,618.63,1,1,3,113,11,Hibernating,3,Churned (Lost)
13494,312,18,316.26000000000005,1,2,2,122,12,Hibernating,3,Churned (Lost)
13495,8,48,2044.87,5,3,4,534,53,Potential Loyalists,0,Loyal Customers
13496,11,35,653.33,5,3,3,533,53,Potential Loyalists,0,Loyal Customers
13497,283,19,348.05,1,2,2,122,12,Hibernating,3,Churned (Lost)
13499,18,42,1159.11,4,3,4,434,43,Potential Loyalists,0,Loyal Customers
13500,23,65,1166.77,4,4,4,444,44,Loyal Customers,0,Loyal Customers
13501,288,52,1340.32,1,3,4,134,13,At Risk,3,Churned (Lost)
13502,17,18,292.0,4,2,2,422,42,Potential Loyalists,0,Loyal Customers
13503,71,17,216.85,3,2,1,321,32,About To Sleep,1,At Risk
13504,64,22,295.93,3,2,2,322,32,About To Sleep,1,At Risk
13505,73,215,4393.63,2,5,5,255,25,Can't Lose,0,Loyal Customers
13506,316,26,458.52,1,2,2,122,12,Hibernating,3,Churned (Lost)
13507,3,162,2479.16,5,5,5,555,55,Champions,0,Loyal Customers
13508,244,12,110.97,1,1,1,111,11,Hibernating,3,Churned (Lost)
13509,9,44,979.72,5,3,4,534,53,Potential Loyalists,0,Loyal Customers
13510,1,115,1791.56,5,4,4,544,54,Champions,0,Loyal Customers
13512,261,15,251.21,1,2,2,122,12,Hibernating,3,Churned (Lost)
13513,127,10,205.1,2,1,1,211,21,Hibernating,1,At Risk
13514,74,4,152.20000000000002,2,1,1,211,21,Hibernating,1,At Risk
13515,73,59,891.12,2,4,3,243,24,At Risk,1,At Risk
13516,21,44,1389.41,4,3,4,434,43,Potential Loyalists,0,Loyal Customers
13517,60,141,2128.42,3,5,5,355,35,Loyal Customers,0,Loyal Customers
13518,86,38,659.4399999999999,2,3,3,233,23,At Risk,1,At Risk
13519,78,8,122.75,2,1,1,211,21,Hibernating,1,At Risk
13520,59,93,3624.35,3,4,5,345,34,Loyal Customers,0,Loyal Customers
13521,1,436,1093.65,5,5,4,554,55,Champions,0,Loyal Customers
13522,30,5,125.8,4,1,1,411,41,Promising,0,Loyal Customers
13523,33,172,3964.88,4,5,5,455,45,Loyal Customers,0,Loyal Customers
13524,41,27,680.1800000000001,3,2,3,323,32,About To Sleep,0,Loyal Customers
13525,15,6,628.78,4,1,3,413,41,Promising,0,Loyal Customers
13527,34,223,2287.51,3,5,5,355,35,Loyal Customers,0,Loyal Customers
13529,79,15,307.76,2,2,2,222,22,Hibernating,1,At Risk
13531,205,22,483.8,1,2,2,122,12,Hibernating,3,Churned (Lost)
13532,34,66,210.31,3,4,1,341,34,Loyal Customers,0,Loyal Customers
13533,183,76,270.79,1,4,2,142,14,At Risk,1,At Risk
13534,2,296,5870.08,5,5,5,555,55,Champions,0,Loyal Customers
13536,1,179,3448.29,5,5,5,555,55,Champions,0,Loyal Customers
13538,43,25,1280.85,3,2,4,324,32,About To Sleep,0,Loyal Customers
13539,86,37,631.34,2,3,3,233,23,At Risk,1,At Risk
13544,40,87,291.41,3,4,2,342,34,Loyal Customers,0,Loyal Customers
13546,12,98,626.99,5,4,3,543,54,Champions,0,Loyal Customers
13548,96,124,682.41,2,5,3,253,25,Can't Lose,1,At Risk
13549,26,51,918.2,4,3,3,433,43,Potential Loyalists,0,Loyal Customers
13551,319,4,91.8,1,1,1,111,11,Hibernating,3,Churned (Lost)
13552,66,109,3740.07,3,4,5,345,34,Loyal Customers,0,Loyal Customers
13555,74,136,4149.28,2,5,5,255,25,Can't Lose,0,Loyal Customers
13557,28,34,584.06,4,3,3,433,43,Potential Loyalists,0,Loyal Customers
13558,6,175,605.06,5,5,3,553,55,Champions,0,Loyal Customers
13560,7,33,174.37,5,3,1,531,53,Potential Loyalists,0,Loyal Customers
13561,216,14,141.86,1,2,1,121,12,Hibernating,3,Churned (Lost)
13562,82,82,1799.33,2,4,4,244,24,At Risk,1,At Risk
13563,84,49,777.53,2,3,3,233,23,At Risk,1,At Risk
13564,144,83,1749.02,2,4,4,244,24,At Risk,1,At Risk
13565,19,38,240.22,4,3,1,431,43,Potential Loyalists,0,Loyal Customers
13566,41,176,874.71,3,5,3,353,35,Loyal Customers,0,Loyal Customers
13568,173,44,192.85,2,3,1,231,23,At Risk,1,At Risk
13569,17,85,373.75,4,4,2,442,44,Loyal Customers,0,Loyal Customers
13570,243,27,239.49,1,2,1,121,12,Hibernating,3,Churned (Lost)
13571,13,341,2092.32,5,5,5,555,55,Champions,0,Loyal Customers
13572,206,33,1384.25,1,3,4,134,13,At Risk,3,Churned (Lost)
13573,50,26,294.4,3,2,2,322,32,About To Sleep,1,At Risk
13575,23,46,732.0699999999999,4,3,3,433,43,Potential Loyalists,0,Loyal Customers
13576,10,126,6717.34,5,5,5,555,55,Champions,0,Loyal Customers
13577,25,83,1687.6,4,4,4,444,44,Loyal Customers,0,Loyal Customers
13579,15,23,467.04,4,2,2,422,42,Potential Loyalists,0,Loyal Customers
13581,309,10,118.0,1,1,1,111,11,Hibernating,3,Churned (Lost)
13583,156,53,781.03,2,3,3,233,23,At Risk,1,At Risk
13584,307,24,142.4,1,2,1,121,12,Hibernating,3,Churned (Lost)
13587,64,8,712.4,3,1,3,313,31,About To Sleep,1,At Risk
13588,16,174,2478.95,4,5,5,455,45,Loyal Customers,0,Loyal Customers
13589,15,21,379.65,4,2,2,422,42,Potential Loyalists,0,Loyal Customers
13590,11,87,1981.92,5,4,4,544,54,Champions,0,Loyal Customers
13591,65,58,1117.13,3,3,4,334,33,Need Attention,1,At Risk
13592,36,16,247.96,3,2,1,321,32,About To Sleep,0,Loyal Customers
13593,108,128,2037.08,2,5,4,254,25,Can't Lose,1,At Risk
13594,53,26,396.97,3,2,2,322,32,About To Sleep,1,At Risk
13596,6,166,697.04,5,5,3,553,55,Champions,0,Loyal Customers
13598,47,40,180.17,3,3,1,331,33,Need Attention,1,At Risk
13599,1,247,5153.67,5,5,5,555,55,Champions,0,Loyal Customers
13600,312,19,219.52,1,2,1,121,12,Hibernating,3,Churned (Lost)
13601,45,99,693.32,3,4,3,343,34,Loyal Customers,0,Loyal Customers
13602,65,23,428.89,3,2,2,322,32,About To Sleep,1,At Risk
13603,26,27,164.34,4,2,1,421,42,Potential Loyalists,0,Loyal Customers
13606,29,43,280.54,4,3,2,432,43,Potential Loyalists,0,Loyal Customers
13607,40,98,678.01,3,4,3,343,34,Loyal Customers,0,Loyal Customers
13610,12,226,1131.88,5,5,4,554,55,Champions,0,Loyal Customers
13611,89,74,1171.8,2,4,4,244,24,At Risk,1,At Risk
13614,24,201,1610.46,4,5,4,454,45,Loyal Customers,0,Loyal Customers
13615,319,23,417.69,1,2,2,122,12,Hibernating,3,Churned (Lost)
13617,40,44,544.18,3,3,3,333,33,Need Attention,0,Loyal Customers
13618,174,13,177.34,2,1,1,211,21,Hibernating,1,At Risk
13621,117,19,213.85,2,2,1,221,22,Hibernating,1,At Risk
13623,31,81,747.78,4,4,3,443,44,Loyal Customers,0,Loyal Customers
13626,253,19,257.23,1,2,2,122,12,Hibernating,3,Churned (Lost)
13627,59,92,1638.47,3,4,4,344,34,Loyal Customers,0,Loyal Customers
13629,23,59,7792.36,4,4,5,445,44,Loyal Customers,0,Loyal Customers
13630,5,71,2031.78,5,4,4,544,54,Champions,0,Loyal Customers
13631,100,11,3070.42,2,1,5,215,21,Hibernating,1,At Risk
13632,25,146,2121.27,4,5,5,455,45,Loyal Customers,0,Loyal Customers
13634,33,188,1575.16,4,5,4,454,45,Loyal Customers,0,Loyal Customers
13635,68,62,1071.03,3,4,4,344,34,Loyal Customers,1,At Risk
13636,37,63,949.12,3,4,4,344,34,Loyal Customers,0,Loyal Customers
13637,52,101,810.5,3,4,3,343,34,Loyal Customers,0,Loyal Customers
13638,16,8,122.64,4,1,1,411,41,Promising,0,Loyal Customers
13639,74,40,1033.34,2,3,4,234,23,At Risk,1,At Risk
13642,216,66,354.8,1,4,2,142,14,At Risk,3,Churned (Lost)
13643,31,28,519.44,4,2,3,423,42,Potential Loyalists,0,Loyal Customers
13644,16,146,2624.26,4,5,5,455,45,Loyal Customers,0,Loyal Customers
13645,120,5,252.1,2,1,2,212,21,Hibernating,1,At Risk
13647,10,79,1678.12,5,4,4,544,54,Champions,0,Loyal Customers
13649,257,23,346.6,1,2,2,122,12,Hibernating,3,Churned (Lost)
13650,17,96,1836.34,4,4,4,444,44,Loyal Customers,0,Loyal Customers
13651,35,6,94.2,3,1,1,311,31,About To Sleep,0,Loyal Customers
13652,46,63,1095.08,3,4,4,344,34,Loyal Customers,0,Loyal Customers
13654,43,166,2707.33,3,5,5,355,35,Loyal Customers,0,Loyal Customers
13655,114,56,932.97,2,3,3,233,23,At Risk,1,At Risk
13656,165,49,379.65,2,3,2,232,23,At Risk,1,At Risk
13657,11,16,382.14,5,2,2,522,52,Potential Loyalists,0,Loyal Customers
13658,10,108,2639.17,5,4,5,545,54,Champions,0,Loyal Customers
13659,206,104,1573.2,1,4,4,144,14,At Risk,3,Churned (Lost)
13662,86,53,897.76,2,3,3,233,23,At Risk,1,At Risk
13663,179,13,189.47,2,1,1,211,21,Hibernating,1,At Risk
13666,60,12,84.65,3,1,1,311,31,About To Sleep,1,At Risk
13667,149,87,305.02,2,4,2,242,24,At Risk,1,At Risk
13668,3,470,6363.59,5,5,5,555,55,Champions,0,Loyal Customers
13669,51,9,218.55,3,1,1,311,31,About To Sleep,1,At Risk
13670,75,25,349.7,2,2,2,222,22,Hibernating,1,At Risk
13672,301,6,186.39,1,1,1,111,11,Hibernating,3,Churned (Lost)
13673,19,65,396.92,4,4,2,442,44,Loyal Customers,0,Loyal Customers
13675,151,25,486.8200000000001,2,2,2,222,22,Hibernating,1,At Risk
13678,152,16,232.6,2,2,1,221,22,Hibernating,1,At Risk
13680,1,195,3722.42,5,5,5,555,55,Champions,0,Loyal Customers
13681,18,57,827.83,4,3,3,433,43,Potential Loyalists,0,Loyal Customers
13682,187,3,59.5,1,1,1,111,11,Hibernating,3,Churned (Lost)
13684,286,30,67.23,1,3,1,131,13,At Risk,3,Churned (Lost)
13685,3,39,3119.44,5,3,5,535,53,Potential Loyalists,0,Loyal Customers
13686,183,8,72.0,1,1,1,111,11,Hibernating,1,At Risk
13689,63,6,910.0,3,1,3,313,31,About To Sleep,1,At Risk
13690,59,9,172.25,3,1,1,311,31,About To Sleep,1,At Risk
13692,25,53,1488.32,4,3,4,434,43,Potential Loyalists,0,Loyal Customers
13694,4,568,65039.62,5,5,5,555,55,Champions,0,Loyal Customers
13695,31,90,2504.13,4,4,5,445,44,Loyal Customers,0,Loyal Customers
13697,39,12,151.29999999999998,3,1,1,311,31,About To Sleep,1,At Risk
13699,155,14,308.58000000000004,2,2,2,222,22,Hibernating,1,At Risk
13700,26,197,2265.12,4,5,5,455,45,Loyal Customers,0,Loyal Customers
13703,318,1,99.5,1,1,1,111,11,Hibernating,3,Churned (Lost)
13704,5,134,2308.06,5,5,5,555,55,Champions,0,Loyal Customers
13705,8,28,711.86,5,2,3,523,52,Potential Loyalists,0,Loyal Customers
13706,303,20,330.79,1,2,2,122,12,Hibernating,3,Churned (Lost)
13707,267,48,806.41,1,3,3,133,13,At Risk,3,Churned (Lost)
13708,271,51,296.88,1,3,2,132,13,At Risk,3,Churned (Lost)
13709,4,336,6328.05,5,5,5,555,55,Champions,0,Loyal Customers
13710,32,8,180.48,4,1,1,411,41,Promising,0,Loyal Customers
13711,219,13,252.06,1,1,2,112,11,Hibernating,3,Churned (Lost)
13712,247,10,228.84,1,1,1,111,11,Hibernating,3,Churned (Lost)
13715,281,105,1079.34,1,4,4,144,14,At Risk,3,Churned (Lost)
13716,269,21,138.28,1,2,1,121,12,Hibernating,3,Churned (Lost)
13717,32,102,1445.01,4,4,4,444,44,Loyal Customers,0,Loyal Customers
13718,246,12,306.55,1,1,2,112,11,Hibernating,3,Churned (Lost)
13719,15,60,1041.68,4,4,4,444,44,Loyal Customers,0,Loyal Customers
13720,117,43,799.9,2,3,3,233,23,At Risk,1,At Risk
13721,36,28,524.14,3,2,3,323,32,About To Sleep,0,Loyal Customers
13722,132,85,2375.41,2,4,5,245,24,At Risk,1,At Risk
13723,217,6,199.85,1,1,1,111,11,Hibernating,3,Churned (Lost)
13725,50,104,1980.56,3,4,4,344,34,Loyal Customers,0,Loyal Customers
13726,39,42,1079.66,3,3,4,334,33,Need Attention,0,Loyal Customers
13727,29,20,333.48,4,2,2,422,42,Potential Loyalists,0,Loyal Customers
13728,37,63,1016.14,3,4,4,344,34,Loyal Customers,0,Loyal Customers
13730,136,43,752.6,2,3,3,233,23,At Risk,1,At Risk
13731,219,38,610.59,1,3,3,133,13,At Risk,3,Churned (Lost)
13732,28,33,491.86,4,3,3,433,43,Potential Loyalists,0,Loyal Customers
13735,25,196,2885.24,4,5,5,455,45,Loyal Customers,0,Loyal Customers
13736,5,191,731.9,5,5,3,553,55,Champions,0,Loyal Customers
13737,200,30,339.6,1,3,2,132,13,At Risk,3,Churned (Lost)
13739,18,3,216.9,4,1,1,411,41,Promising,0,Loyal Customers
13740,241,23,350.75,1,2,2,122,12,Hibernating,3,Churned (Lost)
13741,72,34,668.4300000000001,3,3,3,333,33,Need Attention,1,At Risk
13742,17,321,3131.02,4,5,5,455,45,Loyal Customers,0,Loyal Customers
13743,3,41,1341.6,5,3,4,534,53,Potential Loyalists,0,Loyal Customers
13744,95,72,1156.36,2,4,4,244,24,At Risk,1,At Risk
13745,162,25,300.04,2,2,2,222,22,Hibernating,1,At Risk
13747,374,1,79.6,1,1,1,111,11,Hibernating,3,Churned (Lost)
13748,96,28,948.25,2,2,4,224,22,Hibernating,1,At Risk
13750,54,24,1647.26,3,2,4,324,32,About To Sleep,1,At Risk
13751,288,9,296.25,1,1,2,112,11,Hibernating,3,Churned (Lost)
13752,124,76,1186.28,2,4,4,244,24,At Risk,1,At Risk
13753,288,35,741.26,1,3,3,133,13,At Risk,3,Churned (Lost)
13754,152,12,282.6,2,1,2,212,21,Hibernating,1,At Risk
13755,4,342,2161.35,5,5,5,555,55,Champions,0,Loyal Customers
13756,2,142,5189.52,5,5,5,555,55,Champions,0,Loyal Customers
13758,12,117,3190.55,5,4,5,545,54,Champions,0,Loyal Customers
13759,33,25,659.4100000000001,4,2,3,423,42,Potential Loyalists,0,Loyal Customers
13760,54,57,286.79,3,3,2,332,33,Need Attention,1,At Risk
13761,50,70,1070.65,3,4,4,344,34,Loyal Customers,0,Loyal Customers
13762,219,7,306.72,1,1,2,112,11,Hibernating,3,Churned (Lost)
13763,63,15,1714.96,3,2,4,324,32,About To Sleep,1,At Risk
13764,71,208,1521.76,3,5,4,354,35,Loyal Customers,0,Loyal Customers
13767,2,368,17220.36,5,5,5,555,55,Champions,0,Loyal Customers
13769,2,135,2796.51,5,5,5,555,55,Champions,0,Loyal Customers
13771,64,119,2634.45,3,4,5,345,34,Loyal Customers,0,Loyal Customers
13772,34,177,1132.13,3,5,4,354,35,Loyal Customers,0,Loyal Customers
13774,82,22,345.0,2,2,2,222,22,Hibernating,1,At Risk
13777,1,197,25977.16,5,5,5,555,55,Champions,0,Loyal Customers
13778,103,9,178.7,2,1,1,211,21,Hibernating,1,At Risk
13780,7,57,360.01,5,3,2,532,53,Potential Loyalists,0,Loyal Customers
13781,251,17,127.84,1,2,1,121,12,Hibernating,3,Churned (Lost)
13782,13,115,912.0,5,4,3,543,54,Champions,0,Loyal Customers
13784,10,31,2462.79,5,3,5,535,53,Potential Loyalists,0,Loyal Customers
13786,367,7,230.4,1,1,1,111,11,Hibernating,3,Churned (Lost)
13787,76,31,309.04,2,3,2,232,23,At Risk,1,At Risk
13790,4,45,348.8,5,3,2,532,53,Potential Loyalists,0,Loyal Customers
13791,128,11,1516.0,2,1,4,214,21,Hibernating,1,At Risk
13792,66,13,195.55,3,1,1,311,31,About To Sleep,1,At Risk
13798,1,349,37153.85,5,5,5,555,55,Champions,0,Loyal Customers
13799,117,39,688.86,2,3,3,233,23,At Risk,1,At Risk
13800,310,33,558.32,1,3,3,133,13,At Risk,3,Churned (Lost)
13801,67,23,324.8,3,2,2,322,32,About To Sleep,1,At Risk
13802,139,60,4599.42,2,4,5,245,24,At Risk,1,At Risk
13803,255,17,277.07,1,2,2,122,12,Hibernating,3,Churned (Lost)
13804,31,137,2635.79,4,5,5,455,45,Loyal Customers,0,Loyal Customers
13805,52,13,924.6,3,1,3,313,31,About To Sleep,1,At Risk
13806,64,10,256.38,3,1,2,312,31,About To Sleep,1,At Risk
13807,367,7,112.6,1,1,1,111,11,Hibernating,3,Churned (Lost)
13808,6,76,1747.66,5,4,4,544,54,Champions,0,Loyal Customers
13809,305,12,155.05,1,1,1,111,11,Hibernating,3,Churned (Lost)
13810,29,35,1499.01,4,3,4,434,43,Potential Loyalists,0,Loyal Customers
13811,184,13,814.5,1,1,3,113,11,Hibernating,1,At Risk
13812,42,36,539.0,3,3,3,333,33,Need Attention,0,Loyal Customers
13813,40,69,1366.86,3,4,4,344,34,Loyal Customers,0,Loyal Customers
13814,92,57,1579.12,2,3,4,234,23,At Risk,1,At Risk
13815,22,176,4027.36,4,5,5,455,45,Loyal Customers,0,Loyal Customers
13816,24,28,571.6700000000001,4,2,3,423,42,Potential Loyalists,0,Loyal Customers
13817,29,24,382.98,4,2,2,422,42,Potential Loyalists,0,Loyal Customers
13819,302,36,1140.35,1,3,4,134,13,At Risk,3,Churned (Lost)
13821,145,59,385.64,2,4,2,242,24,At Risk,1,At Risk
13822,6,96,632.0,5,4,3,543,54,Champions,0,Loyal Customers
13823,19,40,957.66,4,3,4,434,43,Potential Loyalists,0,Loyal Customers
13824,33,46,1698.94,4,3,4,434,43,Potential Loyalists,0,Loyal Customers
13826,176,10,189.5,2,1,1,211,21,Hibernating,1,At Risk
13827,58,93,412.05,3,4,2,342,34,Loyal Customers,1,At Risk
13828,22,15,209.49,4,2,1,421,42,Potential Loyalists,0,Loyal Customers
13831,16,74,2202.99,4,4,5,445,44,Loyal Customers,0,Loyal Customers
13832,19,3,52.2,4,1,1,411,41,Promising,0,Loyal Customers
13833,159,29,384.8,2,2,2,222,22,Hibernating,1,At Risk
13835,25,55,834.57,4,3,3,433,43,Potential Loyalists,0,Loyal Customers
13837,212,19,271.24,1,2,2,122,12,Hibernating,3,Churned (Lost)
13838,6,174,691.73,5,5,3,553,55,Champions,0,Loyal Customers
13841,253,1,85.0,1,1,1,111,11,Hibernating,3,Churned (Lost)
13842,59,206,3385.62,3,5,5,355,35,Loyal Customers,0,Loyal Customers
13844,11,20,361.62,5,2,2,522,52,Potential Loyalists,0,Loyal Customers
13845,65,9,312.98,3,1,2,312,31,About To Sleep,1,At Risk
13846,25,55,865.0600000000001,4,3,3,433,43,Potential Loyalists,0,Loyal Customers
13848,92,5,1255.0,2,1,4,214,21,Hibernating,1,At Risk
13849,52,101,1537.95,3,4,4,344,34,Loyal Customers,0,Loyal Customers
13850,129,93,1595.48,2,4,4,244,24,At Risk,1,At Risk
13851,96,81,2651.46,2,4,5,245,24,At Risk,1,At Risk
13853,57,23,1090.14,3,2,4,324,32,About To Sleep,1,At Risk
13854,9,110,8109.519999999999,5,4,5,545,54,Champions,0,Loyal Customers
13856,169,14,388.5,2,2,2,222,22,Hibernating,1,At Risk
13858,57,11,216.17,3,1,1,311,31,About To Sleep,1,At Risk
13859,326,28,201.16,1,2,1,121,12,Hibernating,3,Churned (Lost)
13860,1,76,1245.9,5,4,4,544,54,Champions,0,Loyal Customers
13862,18,139,2209.36,4,5,5,455,45,Loyal Customers,0,Loyal Customers
13863,248,20,305.78,1,2,2,122,12,Hibernating,3,Churned (Lost)
13865,58,30,501.56,3,3,3,333,33,Need Attention,1,At Risk
13866,74,7,145.67000000000002,2,1,1,211,21,Hibernating,1,At Risk
13867,31,61,1015.29,4,4,4,444,44,Loyal Customers,0,Loyal Customers
13868,7,33,3192.54,5,3,5,535,53,Potential Loyalists,0,Loyal Customers
13869,123,307,3104.95,2,5,5,255,25,Can't Lose,1,At Risk
13870,2,115,2770.94,5,4,5,545,54,Champions,0,Loyal Customers
13871,23,336,6403.25,4,5,5,455,45,Loyal Customers,0,Loyal Customers
13873,120,23,389.6,2,2,2,222,22,Hibernating,1,At Risk
13874,358,18,540.45,1,2,3,123,12,Hibernating,3,Churned (Lost)
13875,54,104,1786.79,3,4,4,344,34,Loyal Customers,0,Loyal Customers
13876,64,7,122.7,3,1,1,311,31,About To Sleep,1,At Risk
13877,86,3,117.24,2,1,1,211,21,Hibernating,1,At Risk
13878,55,36,1281.53,3,3,4,334,33,Need Attention,1,At Risk
13880,21,165,3219.77,4,5,5,455,45,Loyal Customers,0,Loyal Customers
13881,4,178,17159.52,5,5,5,555,55,Champions,0,Loyal Customers
13882,3,65,1191.13,5,4,4,544,54,Champions,0,Loyal Customers
13883,11,142,2674.48,5,5,5,555,55,Champions,0,Loyal Customers
13884,7,59,787.6,5,4,3,543,54,Champions,0,Loyal Customers
13885,189,28,506.8,1,2,3,123,12,Hibernating,3,Churned (Lost)
13886,71,16,243.56,3,2,1,321,32,About To Sleep,1,At Risk
13887,204,19,349.55,1,2,2,122,12,Hibernating,3,Churned (Lost)
13888,120,40,605.63,2,3,3,233,23,At Risk,1,At Risk
13889,93,15,416.9,2,2,2,222,22,Hibernating,1,At Risk
13890,1,110,1883.81,5,4,4,544,54,Champions,0,Loyal Customers
13892,27,27,632.97,4,2,3,423,42,Potential Loyalists,0,Loyal Customers
13893,298,21,821.1,1,2,3,123,12,Hibernating,3,Churned (Lost)
13894,24,27,564.62,4,2,3,423,42,Potential Loyalists,0,Loyal Customers
13895,28,118,2593.07,4,4,5,445,44,Loyal Customers,0,Loyal Customers
13897,50,17,311.16,3,2,2,322,32,About To Sleep,1,At Risk
13898,326,12,155.93,1,1,1,111,11,Hibernating,3,Churned (Lost)
13899,16,19,388.52,4,2,2,422,42,Potential Loyalists,0,Loyal Customers
13900,183,43,740.95,1,3,3,133,13,At Risk,1,At Risk
13901,72,149,2867.2,3,5,5,355,35,Loyal Customers,0,Loyal Customers
13904,37,26,332.64,3,2,2,322,32,About To Sleep,0,Loyal Customers
13908,80,122,2369.55,2,5,5,255,25,Can't Lose,1,At Risk
13911,57,148,2580.91,3,5,5,355,35,Loyal Customers,0,Loyal Customers
13914,12,33,626.45,5,3,3,533,53,Potential Loyalists,0,Loyal Customers
13917,50,18,272.04,3,2,2,322,32,About To Sleep,1,At Risk
13918,50,30,1212.84,3,3,4,334,33,Need Attention,1,At Risk
13919,59,28,384.81,3,2,2,322,32,About To Sleep,1,At Risk
13922,352,7,172.25,1,1,1,111,11,Hibernating,3,Churned (Lost)
13923,54,20,351.13,3,2,2,322,32,About To Sleep,1,At Risk
13924,2,117,1838.85,5,4,4,544,54,Champions,0,Loyal Customers
13925,93,41,678.25,2,3,3,233,23,At Risk,1,At Risk
13926,23,11,223.85,4,1,1,411,41,Promising,0,Loyal Customers
13927,75,21,348.99,2,2,2,222,22,Hibernating,1,At Risk
13928,11,27,464.57,5,2,2,522,52,Potential Loyalists,0,Loyal Customers
13929,169,9,842.65,2,1,3,213,21,Hibernating,1,At Risk
13930,58,17,337.34,3,2,2,322,32,About To Sleep,1,At Risk
13931,96,58,1237.53,2,3,4,234,23,At Risk,1,At Risk
13932,295,16,307.4,1,2,2,122,12,Hibernating,3,Churned (Lost)
13933,109,23,608.7900000000001,2,2,3,223,22,Hibernating,1,At Risk
13934,264,31,922.1,1,3,3,133,13,At Risk,3,Churned (Lost)
13936,180,26,376.58,1,2,2,122,12,Hibernating,1,At Risk
13937,169,9,158.85,2,1,1,211,21,Hibernating,1,At Risk
13938,35,7,71.66,3,1,1,311,31,About To Sleep,0,Loyal Customers
13939,23,45,568.55,4,3,3,433,43,Potential Loyalists,0,Loyal Customers
13940,17,49,839.14,4,3,3,433,43,Potential Loyalists,0,Loyal Customers
13941,22,45,5112.96,4,3,5,435,43,Potential Loyalists,0,Loyal Customers
13946,79,11,561.5699999999999,2,1,3,213,21,Hibernating,1,At Risk
13947,65,5,90.6,3,1,1,311,31,About To Sleep,1,At Risk
13948,361,3,102.0,1,1,1,111,11,Hibernating,3,Churned (Lost)
13949,3,160,2427.32,5,5,5,555,55,Champions,0,Loyal Customers
13950,11,35,745.06,5,3,3,533,53,Potential Loyalists,0,Loyal Customers
13951,176,39,674.45,2,3,3,233,23,At Risk,1,At Risk
13952,218,137,3251.071,1,5,5,155,15,Can't Lose,3,Churned (Lost)
13953,7,20,3515.68,5,2,5,525,52,Potential Loyalists,0,Loyal Customers
13954,2,25,439.92,5,2,2,522,52,Potential Loyalists,0,Loyal Customers
13955,154,33,322.96,2,3,2,232,23,At Risk,1,At Risk
13956,5,152,1026.42,5,5,4,554,55,Champions,0,Loyal Customers
13959,79,92,598.2,2,4,3,243,24,At Risk,1,At Risk
13960,21,12,230.22,4,1,1,411,41,Promising,0,Loyal Customers
13962,22,11,169.55,4,1,1,411,41,Promising,0,Loyal Customers
13963,308,35,664.54,1,3,3,133,13,At Risk,3,Churned (Lost)
13967,146,2,80.7,2,1,1,211,21,Hibernating,1,At Risk
13969,7,626,9053.94,5,5,5,555,55,Champions,0,Loyal Customers
13971,19,149,2758.26,4,5,5,455,45,Loyal Customers,0,Loyal Customers
13972,71,15,190.25,3,2,1,321,32,About To Sleep,1,At Risk
13973,287,11,264.7,1,1,2,112,11,Hibernating,3,Churned (Lost)
13974,49,28,413.59,3,2,2,322,32,About To Sleep,1,At Risk
13975,31,338,2526.28,4,5,5,455,45,Loyal Customers,0,Loyal Customers
13976,207,10,357.98,1,1,2,112,11,Hibernating,3,Churned (Lost)
13978,15,15,196.79,4,2,1,421,42,Potential Loyalists,0,Loyal Customers
13979,73,54,869.87,2,3,3,233,23,At Risk,1,At Risk
13980,60,11,200.14,3,1,1,311,31,About To Sleep,1,At Risk
13982,39,111,1871.81,3,4,4,344,34,Loyal Customers,0,Loyal Customers
13983,30,107,2603.43,4,4,5,445,44,Loyal Customers,0,Loyal Customers
13984,27,16,920.51,4,2,3,423,42,Potential Loyalists,0,Loyal Customers
13985,4,349,7060.13,5,5,5,555,55,Champions,0,Loyal Customers
13986,17,13,320.46,4,1,2,412,41,Promising,0,Loyal Customers
13988,20,234,4147.96,4,5,5,455,45,Loyal Customers,0,Loyal Customers
13989,66,41,1266.08,3,3,4,334,33,Need Attention,1,At Risk
13990,213,16,311.3,1,2,2,122,12,Hibernating,3,Churned (Lost)
13991,12,84,855.97,5,4,3,543,54,Champions,0,Loyal Customers
